symbol,name,type
HHMTX,Hancock Horizon MS Tax-Free Income Instl,mf
MSTDX,MassMutual Premier Short-Duration Bd R5,mf
HOHFX,Huntington OH Tax-Free A,mf
DEQCX,Dreyfus Global Equity Income C,mf
GWMTX,AMG GW&K; Municipal Bond Investor,mf
OGAFX,JPMorgan AZ Municipal Bond Select,mf
ROFRX,Royce Opportunity R,mf
NCACX,Nuveen CA Municipal Bond C2,mf
HAINX,Harbor International Institutional,mf
CTMAX,Compass EMP Multi-Asset Balanced A,mf
NCRAX,Neuberger Berman Core Bond A,mf
FSIYX,Fidelity Spartan Infl-Prot Bd Idx FidAd,mf
NBMLX,Neuberger Berman Mid Cap Growth Inst,mf
FIBAX,Fidelity Spartan Interm Tr Bd Idx Advtg,mf
OCOYX,Oppenheimer Currency Opportunities Y,mf
GUCAX,AllianzGI Ultra Micro Cap A,mf
FKCGX,Franklin Flex Cap Growth A,mf
AARIX,ASTON/Harrison Street Real Estate I,mf
MMEYX,Munder Micro-Cap Equity Y,mf
ANVDX,Allianz NFJ Mid-Cap Value D,mf
WSCGX,Wells Fargo Advantage Small Co Growth I,mf
ECCPX,Eaton Vance Tax-Managed Multi-Cap Gr C,mf
WAPSX,Western Asset Core Plus Bond IS,mf
NCFCX,Nuveen Symphony Credit Opportunities C,mf
VISYX,Victory International Select Y,mf
EVCGX,Eaton Vance Greater China Growth A,mf
ARMTX,Wilmington Maryland Municipal Bond Instl,mf
VKSGBX,VAN KAMPEN 1033 CLOSED-END STRA,mf
THGRX,Thornburg Core Growth R5,mf
PSPFX,US Global Investors Global Res,mf
DLTRX,Delaware Limited-Term Diversified Inc R,mf
VASGX,Vanguard LifeStrategy Growth Inv,mf
JEDCX,JPMorgan Emerging Markets Debt C,mf
RDWBX,American Funds Dvlpg Wld Gr&Inc; R-2,mf
LZMOX,Lazard US Mid Cap Equity Open,mf
MHHAX,AMG Managers High Yield Investor,mf
OACIX,Oppenheimer Conservative Inv A,mf
USGRX,USAA Growth & Income,mf
AGBDX,American Century Global Bond R6,mf
PRSUX,T. Rowe Price Summit GNMA,mf
OGNBX,JPMorgan Multi-Cap Market Neutral B,mf
IBBCX,Pioneer Ibbotson Conservative Allc Y,mf
TRVAX,Touchstone Large Cap Relative Value A,mf
GAIOX,American Funds Gr and Inc Port A,mf
IVWCX,IVA Worldwide C,mf
SRJAX,JPMorgan SmartRetirement 2035 A,mf
TATBX,Target Total Return Bond T,mf
AAIIX,Ancora Income I,mf
TILIX,TIAA-CREF Large-Cap Gr Idx Instl,mf
LOVIX,First Pacific Low Volatility Investor,mf
ADTTMX,Advisors Dis Tr 634 Tax Exempt ,mf
USTBX,Waddell & Reed Science & Tech B,mf
GCCEX,Gabelli Equity Income C,mf
CRAWX,Columbia Risk Allocation W,mf
VKQTUX,Quality Municipals Income Trust,mf
RBLSX,Russell LifePoints Balanced Strategy S,mf
RGHYX,RBC BlueBay Global High Yield Bd I,mf
GASFX,Hennessy Gas Utility Index Investor,mf
JGAIX,JHVIT Core Allocation Plus II,mf
XKHIX,"DWS High Income Tr, DWS High In",mf
NUSNX,Nuveen US Infrastructure Income A,mf
SIUSX,Guggenheim Investment Grade Bond A,mf
WTAIX,Wilmington Municipal Bond Instl,mf
HLSAX,Hatteras Long / Short Equity A,mf
RICEX,American Funds Invmt Co of Amer R4,mf
STRIX,Wells Fargo Advantage Strat Muni Bd Inst,mf
PGMRX,PIMCO Global Multi-Asset R,mf
ESVAX,Eaton Vance Tx-Mgd Small-Cap Value A,mf
IVTBX,Ivy Managed Intl Opportunities B,mf
JCNIX,Janus Contrarian S,mf
VBAIX,Vanguard Balanced Index I,mf
PMGCX,Putnam MI Tax Exempt Income C,mf
RMCEX,Columbia Emerging Markets Opp C,mf
PAEBX,Putnam Dynamic Asset Allocation Gr B,mf
IDVCX,Copeland Intl Risk Mgd Div Gr C,mf
PSGLX,Principal SAM Strategic Growth R4,mf
COINX,Madison Corporate Bond Y,mf
FBPTX,Franklin PA Tax-Free Income B,mf
VMCIX,Vanguard Mid Cap Index I,mf
WFLGX,Wells Fargo Advantage DJ Target 2010 Adm,mf
XNGDX,NUVEEN GEORGIA DIVIDEND ADVANTA,mf
ISWSX,Voya Solution Income S,mf
VFLTX,Vanguard FL Focused L/T Tax-Exempt Inv,mf
SHYCX,Western Asset Global High Yield Bd C1,mf
OCMIX,Oppenheimer Moderate Inv C,mf
MCRNX,Altegris Macro Strategy N,mf
VUSCX,Invesco US Mortgage C,mf
JEEDX,JHancock Enduring Equity R6,mf
JLIHX,JHancock Retire Living through 2040 R5,mf
WEGAX,Waddell & Reed Energy A,mf
LSSIX,Loomis Sayles Small Cap Growth Instl,mf
UFSGX,USAA First Start Growth,mf
XSJDX,ggenheim BulletShares 2013 High,mf
FBYBX,EquiTrust Strategic Yield B,mf
MTINX,MainStay Income Builder Inv,mf
FFFWX,Fidelity Advisor Freedom 2050 B,mf
WPSGX,AllianceBern Concentrated Growth Adv,mf
OMIFX,Federated OH Municipal Income F,mf
FMPTX,Fidelity Advisor Mid Cap Value T,mf
BIAIX,Brown Advisory Intermediate Income Inv,mf
RYVVX,Rydex S&P; 500 Pure Value C,mf
FTFFX,Fidelity Advisor Freedom 2040 T,mf
IRMTX,Voya Russell Mid Cap Index S2,mf
FPLOPX,FIRST TRUST 2774:BANKING OPPORT,mf
BNRCX,UBS Absolute Return Bond C,mf
PRFHX,T. Rowe Price Tax-Free High Yield,mf
HOECX,HSBC Investor Overseas Equity C,mf
JANGX,Janus Global Research D,mf
OGLCX,Oppenheimer Global C,mf
OIHRX,Heitman REIT I,mf
HSAMX,HSBC World Selection Moderate Strat A,mf
XMQTX,BlackRock MuniYield Quality Fun,mf
MMGEX,MassMutual Select Small Cap Gr Eq A,mf
TWGIX,American Century Growth Instl,mf
FCGLAX,FIRST TRUST 2075 GLOBAL EQUITY ,mf
TSDYX,Touchstone Short Duration Fixed Income Y,mf
KGDCX,Deutsche Global Small Cap C,mf
FICUX,First Investors Tax Exempt CT B,mf
QRSVX,Queens Road Small Cap Value,mf
PECCX,PIMCO Emerging Markets Corporate Bd C,mf
TNRLX,TIAA-CREF Global Natural Resources Ret,mf
JHMSX,JHFunds2 Mid Cap Stock NAV,mf
FLCFX,Nuveen Large Cap Growth Opps R6,mf
LDMOX,Lazard Developing Markets Equity Open,mf
THNDX,Thornburg NM Intermediate Municipal D,mf
TSCLX,TIAA-CREF Lifestyle Conservative Retail,mf
FCSTX,Fidelity California Ltd Trm Tax-Free Bd,mf
CSGRX,Columbia Global Dividend Opportunity R,mf
WFKRX,Wells Fargo Advantage DJ Target 2035 R,mf
JCONX,Janus Contrarian I,mf
FSFHX,Fidelity Advisor Short Dur Hi Inc I,mf
AIAVX,American Century Infl Adj Bond A,mf
LDLRX,Lord Abbett Short Duration Income R3,mf
GGNAX,Aberdeen Global Natural Resources A,mf
FMJVX,Strategic Advisers Multi-Manager 2015 L,mf
VSCIX,Vanguard Small Cap Index I,mf
HHMCX,Hartford Municipal Opportunities C,mf
NIVBX,ING International Value B,mf
BGRWX,Barrett Growth,mf
JDARX,Prudential Conservative Allocation R,mf
ADTZIX,Advisors Dis Tr 258 Tax Exempt ,mf
ESPNX,Wells Fargo Advantage Spec SmCp Val I,mf
XEVVX,Eaton Vance Limited Duration In,mf
MYITX,Mainstay International Opportunities A,mf
NWJZX,Nationwide Ziegler WI Tax Exempt InSvc,mf
HCSCX,"HC Capital Tr,  The Insti Small",mf
VEMSX,Vanguard Extended Market Idx Signal,mf
PTHIX,Dreyfus High Yld C,mf
VGECX,Virtus Greater European Opportunities C,mf
TVFVX,Third Avenue Value Investor,mf
BISAX,Brandes International Small Cap Equity A,mf
SNWYX,Deutsche New York Tax-Free Income S,mf
FTRBVX,FIRST TRUST 2523 NEW JERSEY MUN,mf
MMOMX,BNY Mellon Large Cap Market Opps M,mf
LFRFX,Lord Abbett Floating Rate F,mf
FAETX,American Funds 2030 Trgt Date Retire F1,mf
XNXIX,Nuveen Ohio Dividend Advantage ,mf
PURAX,Prudential Global Real Estate A,mf
PGCYX,Putnam Global Consumer Y,mf
XTAOX,ggenheim China Real Estate ETF,mf
IVQCX,Morgan Stanley Intl Value Equity C,mf
GSRCX,Goldman Sachs Rising Dividend Gr C,mf
BDSYX,BMO Diversified Stock Y,mf
NWHUX,Nationwide Bailard Tech&Sci; InSvc,mf
RMIAX,RiverFront Moderate Growth & Income A,mf
ECHMX,Eaton Vance National Municipal Income C,mf
FOVCX,First Trust/Confluence Small Cap Val C,mf
WWIAX,Westwood Income Opportunity A,mf
FHGIRX,FIRST TRUST 2821 GLOBAL HARD AS,mf
BALPX,BlackRock Large Cap Core Plus Inv A,mf
FRUDEX,FIRST TRUST 2435 GLOBAL COMMODI,mf
USAIX,USAA Income,mf
URSIX,USAA Target Retirement 2060,mf
FGIQX,First Investors Growth and Income Instl,mf
QMVIX,Quaker Mid-Cap Value I,mf
JGBIX,Janus Global Bond I,mf
DDDAX,13D Activist A,mf
PFPFX,Poplar Forest Partners A,mf
MGQSX,Morgan Stanley Inst Global Quality IS,mf
SRMBX,Deutsche Short-Term Municipal Bond B,mf
FGILX,Fidelity Global Equity Income,mf
NAVFX,Sector Rotation Fund,mf
MHYIX,MainStay High Yield Corporate Bond I,mf
GTSAX,Invesco Small Cap Growth A,mf
EIHYX,Eaton Vance High-Yield Municipal Inc I,mf
JLPSX,JPMorgan US Large Cap Core Plus Select,mf
UNWIX,US Global Investors Wld Prec Mnral Instl,mf
PODCX,PL Port Optimization Mod-Agrsv C,mf
JOPPX,Johnson Opportunity,mf
MBPCX,BlackRock Pacific Inv B,mf
FCABX,Franklin CA Tax-Free Income B,mf
HTLYX,Hartford Target Retirement 2035 Y,mf
CGRYX,Oppenheimer Value Y,mf
LICQX,Lord Abbett Intl Core Equity R2,mf
RGBEX,American Funds Global Balanced R4,mf
XNNCX,Nuveen North Carolina Premium I,mf
STLEX,BlackRock LifePath 2040 Instl,mf
EMRYX,Van Eck Emerging Markets Y,mf
LHGYX,American Beacon Holland Lg Cap Gr Y,mf
BCGPX,BlackRock Growth Prepared Inv C,mf
YQTEX,YieldQuest Tax Exempt Bond Inst,mf
PRBWX,Principal Diversified Intl B,mf
HCTCX,HighMark CA Interm Tax-Free Bd Retail C,mf
ITGBX,Transamerica Global Bond I,mf
FCNKX,Fidelity Contrafund K,mf
RYOTX,Royce Micro-Cap Invmt,mf
SGENX,First Eagle Global A,mf
PFODX,PIMCO Foreign Bond (USD-Hedged) D,mf
FINPX,Fidelity Inflation-Protected Bond,mf
AGICX,AllianceBern Tx Mgd Bal Wlth St C,mf
SCWBX,American Funds SMALLCAP World B,mf
FVTKEX,The First Trust Combined Series,mf
JHSRX,JHFunds2 Small Company Gr NAV,mf
NIEYX,Dreyfus/Newton International Equity Y,mf
JOBEX,JPMorgan SmartRetirement Blend 2040 Sel,mf
FNITX,Fidelity Advisor New Insights T,mf
ZDPFEX,,mf
SINAX,ClearBridge Large Cap Value A,mf
PEEAX,Prudential Jennison Mid Cap Growth A,mf
VKCAUX,California Investors Quality Ta,mf
OTCYX,Oppenheimer Capital Appreciation Y,mf
VTWIX,Vanguard Total World Stock Index I,mf
SHRAX,ClearBridge Aggressive Growth A,mf
WBABX,Waddell & Reed Bond B,mf
SPXJX,Hennessy Select SPARX Japan Fd Original,mf
VFIIX,Vanguard GNMA Inv,mf
ABMRX,American Beacon High Yld Bd AMR,mf
WMCJX,William Blair Macro Allocation Instl,mf
HYLDX,Invesco High Yield Secs Y,mf
XFGBX,First Trust Specialty Finance a,mf
JMUDX,Janus Multi-Sector Income D,mf
MTPKX,Manning & Napier Target 2030 K,mf
AASBX,American Beacon Short-Term Bd Instl,mf
RIEOX,State Farm International Equity R1,mf
FPRMTX,FIRST TRUST 1420 PRECIOUS METAL,mf
QBNAX,Pear Tree Columbia Small Cap Instl,mf
JSDIX,John Hancock Global Short Durat,mf
MDHQX,BlackRock Total Return Inv A,mf
LMYIX,Legg Mason BW Global High Yield I,mf
XADEX,The Adams Express Company,mf
OIGBX,Oppenheimer Core Bond B,mf
MUTHX,Franklin Mutual Shares Z,mf
VKMGX,Invesco US Mortgage A,mf
THBLX,Thomson Horstmann&Bryant; Sm Cp Val Instl,mf
JTASX,JPMorgan Tax Aware Income Opp Sel,mf
SMERX,Invesco Small Cap Equity R,mf
VKARTX,VAN KAMPEN 1041 ARGUS TURNAROUN,mf
FCRSFX,FIRST TRUST 1334 CORE HOLDING G,mf
FGHSBX,FIRST TRUST 2673 REIT GROWTH & ,mf
PFLRX,Putnam Floating Rate Income A,mf
ISCOX,Voya Small Company O,mf
IABWX,ING Alternative Beta W,mf
QEMNX,AQR Emerging Momentum N,mf
MRIGX,Meridian Growth Investor,mf
OLGAX,JPMorgan Large Cap Growth A,mf
VGXRX,Vanguard Global ex-US Rel Est Idx Inv,mf
GMCQX,GMO US Equity Allocation VI,mf
VKVHRX,VAN KAMPEN 1076 DIVERSIFIED HEA,mf
AGREX,Invesco Global Real Estate A,mf
GAGEX,Guinness Atkinson Global Energy,mf
HWDAX,Hartford World Bond A,mf
WFIRX,Wells Fargo Advantage Index Inv,mf
DPEBX,Dreyfus Core Equity B,mf
GTFHX,Madison Tax-Free National Y,mf
TICPX,T. Rowe Price Instl Core Plus,mf
ONUAX,JPMorgan Limited Duration Bd A,mf
HCIWX,"HC Capital Tr, The Institutiona",mf
MBGLX,MassMutual Barings Dynamic Allc Adm,mf
AAMXEX,visors Dis Tr 684 Balanced Port,mf
GDMZX,GuideStone Funds Defensv Mkt Strats Inv,mf
RMRIX,KKM ARMOR I,mf
HDGIX,Hartford Dividend & Growth I,mf
HARRX,Harbor Real Return Instl,mf
PDCZX,Target Conservative Allocation Z,mf
AOHAX,AllianceBern Muni Income Ohio A,mf
EVTMX,Eaton Vance Dividend Builder A,mf
WEIAX,TETON Westwood Income A,mf
MTRRX,MFS Total Return R2,mf
NMIEX,Northern Multi-Manager Intl Equity,mf
VGTSX,Vanguard Total Intl Stock Index Inv,mf
MRDVX,BlackRock Equity Dividend R,mf
COFAX,Compass EMP Ultra Short-Term Fixd Inc A,mf
WBDIX,WBI Absolute Return Dividend Inc Instl,mf
REDSX,Russell US Defensive Equity I,mf
DISVX,DFA International Small Cap Value I,mf
IDJIX,Voya Euro STOXX 50 Index I,mf
LMISX,QS Batterymarch US Lg Cap Eq IS,mf
VKGREX,VAN KAMPEN 654 GREAT INTL FIRMS,mf
PAFBX,Principal Large Cap Value I R5,mf
ANFCX,American Funds New Economy C,mf
RPSIX,T. Rowe Price Spectrum Income,mf
MYEMX,Munder Emerging Markets Small-Cap Y,mf
TSHTX,JHancock High-Yield Municipal Bond B,mf
CECYX,Columbia Large Cap Enhanced Core Y,mf
TLCYX,Touchstone Large Cap Y,mf
XTKFX,"The Turkish Investment Fund, In",mf
LAGFX,Lord Abbett Multi-Asset Global Opp F,mf
BBBMX,BBH Limited Duration N,mf
MRBHX,MFS Research Bond R3,mf
DFCEX,DFA Emerging Markets Core Equity I,mf
ADGCX,AllianceBern Core Opportunities C,mf
XEXGX,Eaton Vance Tax-Managed Global ,mf
JMNBX,JPMorgan Research Market Neutral B,mf
NICSX,Nicholas,mf
AAAPX,Deutsche Alternative Asset Allc C,mf
MTCGX,M Large Cap Growth Fund,mf
VKGHSX,VAN KAMPEN 1030 LARGE CAP GROWT,mf
XAPBX,"Asia Pacific Fund, Inc.",mf
ASRLX,AllianceBern Select US L/S Portfolio R,mf
TRECX,T. Rowe Price Emerging Mkts Corp Bd,mf
FLARX,Pioneer Floating Rate A,mf
TOHCX,Touchstone Ohio Tax-Free Bond C,mf
VMGRX,Vanguard Mid Cap Growth Inv,mf
FRDPX,Franklin Rising Dividends A,mf
ONEIX,Oppenheimer Equity Income R,mf
JAQSX,Janus Asia Equity S,mf
TIGRX,TIAA-CREF Growth & Income Instl,mf
FGTZX,Franklin Growth Allocation Advisor,mf
NWHLX,Nationwide Bailard Intl Eqs M,mf
HAEDX,Harbor Emerging Markets Debt Instl,mf
WSTCX,Ivy Science & Technology C,mf
RLISX,Russell US Core Equity S,mf
BURMX,Burnham Financial Services B,mf
MEDAX,MFS Emerging Markets Debt A,mf
JCGOX,JHVIT Core Global Diversification I,mf
ARIVX,ASTON/River Road Independent Value N,mf
FNYKFX,First Trust 1975 New York Munic,mf
RDITX,American Funds 2050 Trgt Date Retire R4,mf
XTYYX,Tortoise Energy Capital Corpora,mf
HABLX,Hartford Duration-Hedged Strat Inc R5,mf
OCIYX,Oppenheimer Capital Income Y,mf
PETAX,PIMCO Real Estate Real Return Strategy A,mf
DWAFX,Arrow DWA Balanced A,mf
GQLFX,GMO Quality V,mf
AMHYX,Invesco High Yield A,mf
SUHCX,Deutsche Health and Wellness C,mf
PSCRX,Putnam Small Cap Value R,mf
FPIOX,Strategic Advisers Income Opportunities,mf
TWVLX,American Century Value Inv,mf
JRBYX,JPMorgan SmartRetirement Blend 2030 R6,mf
WLGRX,Ivy Large Cap Growth R,mf
DWUSX,DFA World ex US Targeted Val Instl,mf
MMYLX,MassMutual Select Small Company Val Adm,mf
FHKAX,Fidelity Advisor China Region A,mf
TLHIX,TIAA-CREF Lifecycle Index 2030 Inst,mf
PMZDX,PIMCO Mortgage Opportunities D,mf
AFNIX,AAM/Bahl & Gaynor Income Growth I,mf
TEDSX,Franklin Mutual Global Discovery C,mf
PFFNX,Princeton Futures Strategy I,mf
HLIEX,JPMorgan Equity Income Select,mf
RYRUX,Rydex Russell 2000 2x Strategy A,mf
BTSAX,BTS Bond Asset Allocation A,mf
XNMZX,Nuveen Municipal High Income Op,mf
VAIPX,Vanguard Inflation-Protected Secs Adm,mf
DMCNX,AllianzGI Mid-Cap D,mf
OSFYX,Oppenheimer Senior Floating Rt Pls Y,mf
PTFYX,Putnam Tax-Free High Yield Y,mf
IRMPX,Voya Retirement Moderate A,mf
NPJAX,Nomura Partners The Japan A,mf
FDYNX,Franklin DynaTech C,mf
HWVAX,Hotchkis & Wiley Sm Cp Divers Val A,mf
SBYLX,Western Asset New York Municipals C,mf
LLCCX,Lord Abbett Large-Cap Value C,mf
FIEUX,Fidelity Europe,mf
ISAAX,Voya Index Solution 2015 A,mf
ITCSX,VY T. Rowe Price Capital Appreciation S,mf
ADACX,AllianceBernstein Dynamic All Mkt C,mf
CMBZX,Columbia Emerging Markets Bond Z,mf
RCCEX,Russell Global Opportunistic Credit E,mf
FLCOEX,rst Trust 2832 International Hi,mf
VKDWOX,Van Kampen 967 S&P; Dividend Gro,mf
JABAX,Janus Balanced T,mf
PYHAX,Principal High Yield Fund I A,mf
DIVPX,Dividend Plus Income Inv,mf
HFOCX,Henderson Intl Opportunities C,mf
ALGIX,Alger Capital Appreciation Focus R,mf
RELRX,Russell LifePoints Equity Gr Strat R1,mf
XHAVX,"Helios Advantage Income Fund, I",mf
FKBSX,Federated Kaufmann Small Cap B,mf
DFGCX,Delaware Foundation Growth Allc C,mf
FOLPX,Tributary Large Cap Growth Instl Plus,mf
MRSJX,MFS Research International R4,mf
FTLCX,Nuveen LA Municipal Bond C2,mf
CIOAX,Calvert International Opportunities A,mf
VKCEPX,VAN KAMPEN 1059 SELECT S&P; CORE,mf
RYTPX,Rydex Inverse S&P; 500 2x Strategy H,mf
CIBCX,American Funds Capital Inc Bldr C,mf
PGHZX,Pioneer Global High Yield Z,mf
HLDSX,Hartford Emerging Markets Local Debt R4,mf
NOUGX,Northern US Government,mf
XGLUX,The Gabelli Global Utility & In,mf
CREBX,Columbia Real Estate Equity B,mf
PPNCX,Putnam PA Tax Exempt Income C,mf
ESPBX,Wells Fargo Advantage Spec SmCp Val B,mf
ITFEX,VY Templeton Foreign Equity S2,mf
OUTCX,DWS S&P; 500 Plus C,mf
MAGJX,MFS Growth Allocation R4,mf
GBLEX,American Funds Global Balanced F1,mf
QRABX,Oppenheimer Commodity Strat Total Ret B,mf
MNMCX,Manning & Napier Pro-Blend Mod Term C,mf
RYHRX,Rydex Real Estate H,mf
QLSCX,Quaker Long-Short Tactical Allc C,mf
WAEGX,Sentinel Sustainable Mid Cap Opp A,mf
HGRIX,Virtus Core Equity I,mf
FYDARX,FIRST TRUST 2807 MLP CLOSED-END,mf
WAPAX,Western Asset Core Plus Bond A,mf
IUERX,JPMorgan International Uncons Eq R2,mf
SRRSX,Invesco Strategic Real Return R6,mf
JPLGX,JHancock Lifestyle Growth R1,mf
MNYMX,BNY Mellon NY Intermediate T/E Bd M,mf
BWGIX,BlackRock World Gold Instl,mf
AAMTNX,Advisors Dis Tr 492 Tax Exempt ,mf
FIPTX,Fidelity Advisor Infl-Prot Bond T,mf
VKDDYX,VAN KAMPEN 1059 GLOBAL 45 DIVID,mf
WASAX,Ivy Asset Strategy A,mf
NAFAX,Nile Pan Africa A,mf
VKETVX,VAN KAMPEN 1010 ENERGY PORTFOLI,mf
CAAGX,COLUMBIA AGGRESSIVE GROWTH 529 ,mf
CWBCX,American Funds Capital World Bond C,mf
GWOAX,GMO Global Developed Equity Allc III,mf
LTRYX,Lord Abbett Total Return I,mf
HDSVX,Hodges Small Intrinsic Value Retail,mf
XEIVX,Eaton Vance Municipal Bond Fund,mf
FBGRX,Fidelity Blue Chip Growth,mf
ZDPFIX,,mf
PEMJX,Putnam Emerging Markets Income C,mf
EASCX,Eaton Vance SC Municipal Income A,mf
DFIEX,DFA International Core Equity I,mf
NIGIX,Nuveen Intelligent Risk Growth Allc I,mf
FGIPX,First Investors Growth and Income Adv,mf
FPREX,Forward Real Estate Inst,mf
PYICX,Pioneer High Yield C,mf
QDVCX,EquityCompass Quality Dividend C,mf
DREGX,Driehaus Emerging Markets Growth,mf
CBDCX,Columbia Blended Equity C,mf
RTDYX,Select US Equity Y,mf
PTTPX,PIMCO Total Return P,mf
GARIX,Gotham Absolute Return Institutional,mf
LHYPX,Lord Abbett High Yield P,mf
XIRRX,Voya Natural Resources Equity I,mf
LIORX,ClearBridge International Value R,mf
GCTIX,Goldman Sachs US Tax-Managed Eq Instl,mf
HAHCX,Hartford High Yield C,mf
JNOSX,Janus Overseas D,mf
SVPDX,SEI VP Defensive Strategy Fund ,mf
NVDSX,Wells Fargo Advantage Divers Sm Cp Adm,mf
JSFBX,JHancock Seaport A,mf
FGOZX,Templeton Global Opportunities Adv,mf
IWCLX,Voya Corporate Leaders 100 W,mf
ACTHX,Invesco High Yield Muni A,mf
RPMVX,Reinhart Mid Cap Private Market Val Adv,mf
PFIUX,PIMCO Unconstrained Bond Inst,mf
HCGAX,HSBC Emerging Markets Debt A,mf
SCMIX,Columbia Seligman Comms & Info R5,mf
THBVX,Thomson Horstmann & Bryant Microcap Inv,mf
FTGREX,First Trust GNMA Reinvestment I,mf
AAMAHX,"Advisor's Disp Tr 384, Advisor'",mf
RYIUX,Rydex Inverse Russell 2000 2x Strategy A,mf
IYGOX,Ivy Global Bond R,mf
GRLLX,Goldman Sachs Flexible Cap Growth R,mf
JHNRX,JHancock Natural Resources NAV,mf
MRXLX,MassMutual RetireSMART 2010 L,mf
VRPIX,Stone Ridge U.S. Master Varianc,mf
XCLMX,Cornerstone Strategic Value Fun,mf
SOPTX,ClearBridge Equity Income B,mf
GSPCX,Goldman Sachs Capital Growth C,mf
SHOCX,American Beacon SiM High Yld Opps C,mf
VKQONX,Investors Quality Tax-Exempt Tr,mf
XPSYX,BLACKROCK CREDIT ALLOCATION INC,mf
AACIX,American Beacon Mid Cap Value Instl,mf
SSTBX,Wells Fargo Advantage Short-Term Bd Inv,mf
HAOYX,Hartford International Opportunities Y,mf
BWLAX,American Beacon Bridgeway Lg Cp Val A,mf
VETDTX,VAN KAMPEN UNIT 425 CENTRAL EQ ,mf
XSJCX,ggenheim Bullet Shares 2012 Hig,mf
XERCX,Wells Fargo Advantage Multi-Sec,mf
DBLAX,Dreyfus/The Boston Co Lg Cp Core A,mf
HLPPX,REMS Real Estate Value Opportunity P,mf
NWQAX,Nuveen NWQ Flexible Income A,mf
JHAQX,JHFunds2 High Income NAV,mf
VMISX,Vanguard Mid Cap Index Signal,mf
CSOAX,Credit Suisse Strategic Income A,mf
JTUCX,JPMorgan US Small Company C,mf
VMRAX,Vanguard Morgan Growth Admiral,mf
IFDCX,Invesco Dynamics C,mf
RLCWX,Columbia Large Value Quantitative W,mf
JMVNX,JHFunds2 Mid Value NAV,mf
VWESX,Vanguard Long-Term Investment-Grade Inv,mf
DDFFX,Delaware Diversified Floating Rate R,mf
FSPEX,FA SMALL CAP 529 PORT Z,mf
MSYIX,Morgan Stanley Instl High Yield I,mf
GAGAX,Gabelli Global Rising Income and Div A,mf
LTEAX,AllianceBern 2015 Retirement Strat A,mf
BFTIX,Baron Fifth Avenue Growth Instl,mf
DPENX,Dreyfus Pennsylvania Z,mf
DRITX,Dreyfus Intermediate Term Income A,mf
MIASX,Matthews Emerging Asia Institutional,mf
HWICX,Huntington World Income C,mf
WFIVX,Wilshire 5000 Index Invmt,mf
FFDKX,Fidelity K,mf
WMFFX,American Funds Washington Mutual F2,mf
WUSMX,Wells Fargo Advantage Ult S/T Mun In Adm,mf
CPHPX,Columbia Small/Mid Cap Value Y,mf
XBWGX,Legg Mason BW Global Income Opp,mf
AKREX,Akre Focus Retail,mf
MSCYX,MassMutual Select Small Cap Gr Eq Svc,mf
MMJLX,MassMutual RetireSMART 2015 L,mf
JCPRX,JPMorgan US Large Cap Core Plus R5,mf
HIEZX,Virtus Value Equity A,mf
LIEQX,Laudus Mondrian Intl Equity Inv,mf
SEPKX,Wells Fargo Advantage Enterprise Adm,mf
MCDFX,Matthews China Dividend Investor,mf
XJLSX,Nuveen Mortgage Opportunity Ter,mf
GDBSX,GMO Domestic Bond VI,mf
NPNCX,Neuberger Berman Large Cap Value C,mf
PHBRX,Direxion High Yield Bear Inv,mf
NMIAX,Columbia Large Cap Enhanced Core A,mf
BPLSX,Robeco Boston Partners L/S Equity Instl,mf
CKKRX,Columbia Income Builder R5,mf
INCCX,ALPS/Westport Resources Hedged Hi Inc C,mf
DFLAX,Dreyfus Floating Rate Income A,mf
CDBBX,American Century Diversified Bond B,mf
DISRX,Dreyfus International Stock I,mf
VKWTRX,n Kampen 1084 Global Water Port,mf
XPFNX,PIMCO Income Strategy Fund II,mf
LTRIX,Principal LifeTime 2045 Instl,mf
JICCX,JPMorgan Intrepid Advantage C,mf
FEATX,Fidelity Advisor Emerging Asia T,mf
MTOAX,Manning & Napier Target 2025 I,mf
HMBAX,HighMark Balanced Fid,mf
CHTFX,Aquila Churchill Tax-Free Fund of KY A,mf
MCFRX,Pioneer Multi-Asset Ultrashort Income C,mf
JYHIX,JHancock Focused High Yield I,mf
RGAGX,American Funds Growth Fund of Amer R6,mf
FSRWX,Fidelity Series Real Estate Income F,mf
CHMYX,Columbia High Yield Muni R5,mf
FSHRPX,FIRST TRUST 2402 STRUCTURED PTF,mf
SHNJX,Western Asset New Jersey Municipals A,mf
PFSYX,PIMCO Emerg Mkts Full Spectrum Bd D,mf
IPYSX,Voya High Yield S2,mf
TDSCX,Touchstone Diversified Small Cap Gr C,mf
FDESX,Fidelity Advisor Diversified Stock O,mf
MGHAX,MainStay Global High Income A,mf
MEURX,Franklin Mutual European Z,mf
PDBZX,Prudential Total Return Bond Z,mf
PABAX,Putnam Dynamic Asset Allocation Bal A,mf
BGSBX,BlackRock Science & Technology Opp Inv B,mf
PCGJX,Principal SAM Conservative Growth J,mf
FMFIX,RBB Free Market Fixed Income Instl,mf
LTIBX,AllianceBern 2025 Retirement Strat B,mf
PNBAX,AllianzGI NFJ Large-Cap Value A,mf
FIREX,Fidelity International Real Estate,mf
VTSNX,Vanguard Total Intl Stock Index I,mf
JGYBX,JHancock Global Shareholder Yield B,mf
VWIAX,Vanguard Wellesley Income Admiral,mf
